area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,lecture,office,multipurpose,laboratory,domitory,parking,usage
49653.64,1.0000,19,0.9286,27,0.2857,1,1,0,0,0,0,0,339920
49653.64,1.0000,19,0.9286,29,0.5714,1,1,0,0,0,0,0,424720
49653.64,1.0000,19,0.9286,29,0.5714,1,1,0,0,0,0,0,335040
49653.64,1.0000,19,0.9286,29,0.5714,1,1,0,0,0,0,0,356320
49653.64,1.0000,19,0.9286,30,0.7143,0,1,0,0,0,0,0,344480
49653.64,1.0000,19,0.9286,29,0.5714,0,1,0,0,0,0,0,403360
49653.64,1.0000,19,0.9286,29,0.5714,1,1,0,0,0,0,0,413600
49653.64,1.0000,19,0.9286,29,0.5714,1,1,0,0,0,0,0,425600
18556.73,0.1812,15,0.6429,30,0.7143,1,1,0,0,0,0,0,238284
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,353000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,399000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,400000
12723.74,0.0276,11,0.3571,28,0.4286,1,0,1,0,0,0,0,387000
12723.74,0.0276,11,0.3571,27,0.2857,1,0,1,0,0,0,0,352000
12723.74,0.0276,11,0.3571,28,0.4286,1,0,1,0,0,0,0,363000
12723.74,0.0276,11,0.3571,31,0.8571,1,0,1,0,0,0,0,396000
12723.74,0.0276,11,0.3571,32,1.0000,1,0,1,0,0,0,0,409000
12723.74,0.0276,11,0.3571,32,1.0000,1,0,1,0,0,0,0,418000
12723.74,0.0276,11,0.3571,29,0.5714,0,0,1,0,0,0,0,381000
12723.74,0.0276,11,0.3571,29,0.5714,0,0,1,0,0,0,0,386000
12723.74,0.0276,11,0.3571,30,0.7143,1,0,1,0,0,0,0,391000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,350000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,357000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,357000
12723.74,0.0276,11,0.3571,27,0.2857,1,0,1,0,0,0,0,325000
12723.74,0.0276,11,0.3571,27,0.2857,1,0,1,0,0,0,0,314000
12723.74,0.0276,11,0.3571,28,0.4286,1,0,1,0,0,0,0,304000
12723.74,0.0276,11,0.3571,30,0.7143,1,0,1,0,0,0,0,391000
12723.74,0.0276,11,0.3571,31,0.8571,1,0,1,0,0,0,0,342000
12723.74,0.0276,11,0.3571,30,0.7143,1,0,1,0,0,0,0,369000
12723.74,0.0276,11,0.3571,29,0.5714,0,0,1,0,0,0,0,355000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,362000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,346000
12723.74,0.0276,11,0.3571,28,0.4286,1,0,1,0,0,0,0,335000
12723.74,0.0276,11,0.3571,28,0.4286,1,0,1,0,0,0,0,321000
12723.74,0.0276,11,0.3571,26,0.1429,1,0,1,0,0,0,0,317000
12723.74,0.0276,11,0.3571,27,0.2857,1,0,1,0,0,0,0,330000
12723.74,0.0276,11,0.3571,27,0.2857,1,0,1,0,0,0,0,332000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,402000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,377000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,392000
12723.74,0.0276,11,0.3571,30,0.7143,0,0,1,0,0,0,0,394000
12723.74,0.0276,11,0.3571,29,0.5714,0,0,1,0,0,0,0,382000
12723.74,0.0276,11,0.3571,29,0.5714,1,0,1,0,0,0,0,361000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,211000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,264000
46603.04,0.9197,6,0.0000,31,0.8571,0,0,1,0,0,0,0,253000
46603.04,0.9197,6,0.0000,32,1.0000,0,0,1,0,0,0,0,240000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,244000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,258000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,241000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,297000
46603.04,0.9197,6,0.0000,29,0.5714,0,0,1,0,0,0,0,223000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,243000
46603.04,0.9197,6,0.0000,25,0.0000,1,0,1,0,0,0,0,213000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,207000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,265000
46603.04,0.9197,6,0.0000,31,0.8571,1,0,1,0,0,0,0,203000
46603.04,0.9197,6,0.0000,31,0.8571,1,0,1,0,0,0,0,224000
46603.04,0.9197,6,0.0000,30,0.7143,0,0,1,0,0,0,0,221000
46603.04,0.9197,6,0.0000,30,0.7143,0,0,1,0,0,0,0,220000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,227000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,270000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,247000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,283000
46603.04,0.9197,6,0.0000,27,0.2857,1,0,1,0,0,0,0,250000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,232000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,284000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,260000
46603.04,0.9197,6,0.0000,31,0.8571,1,0,1,0,0,0,0,334000
46603.04,0.9197,6,0.0000,30,0.7143,0,0,1,0,0,0,0,233000
46603.04,0.9197,6,0.0000,30,0.7143,0,0,1,0,0,0,0,255000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,231000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,297000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,244000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,278000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,267000
46603.04,0.9197,6,0.0000,27,0.2857,1,0,1,0,0,0,0,210000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,260000
46603.04,0.9197,6,0.0000,31,0.8571,1,0,1,0,0,0,0,272000
46603.04,0.9197,6,0.0000,32,1.0000,1,0,1,0,0,0,0,284000
46603.04,0.9197,6,0.0000,32,1.0000,1,0,1,0,0,0,0,309000
46603.04,0.9197,6,0.0000,29,0.5714,0,0,1,0,0,0,0,231000
46603.04,0.9197,6,0.0000,29,0.5714,0,0,1,0,0,0,0,209000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,244000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,284000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,220000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,285000
46603.04,0.9197,6,0.0000,27,0.2857,1,0,1,0,0,0,0,217000
46603.04,0.9197,6,0.0000,27,0.2857,1,0,1,0,0,0,0,209000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,253000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,261000
46603.04,0.9197,6,0.0000,31,0.8571,1,0,1,0,0,0,0,233000
46603.04,0.9197,6,0.0000,30,0.7143,1,0,1,0,0,0,0,310000
46603.04,0.9197,6,0.0000,29,0.5714,0,0,1,0,0,0,0,310000
46603.04,0.9197,6,0.0000,29,0.5714,0,0,1,0,0,0,0,211000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,243000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,265000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,216000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,228000
46603.04,0.9197,6,0.0000,26,0.1429,1,0,1,0,0,0,0,228000
46603.04,0.9197,6,0.0000,27,0.2857,1,0,1,0,0,0,0,221000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,308000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,267000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,339000
46603.04,0.9197,6,0.0000,30,0.7143,0,0,1,0,0,0,0,275000
46603.04,0.9197,6,0.0000,29,0.5714,0,0,1,0,0,0,0,264000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,293000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,312000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,331000
46603.04,0.9197,6,0.0000,29,0.5714,1,0,1,0,0,0,0,332000
46603.04,0.9197,6,0.0000,28,0.4286,1,0,1,0,0,0,0,306000
22125.98,0.2752,7,0.0714,30,0.7143,1,0,0,1,0,0,0,230000
22125.98,0.2752,7,0.0714,31,0.8571,0,0,0,1,0,0,0,223000
22125.98,0.2752,7,0.0714,32,1.0000,0,0,0,1,0,0,0,209000
22125.98,0.2752,7,0.0714,30,0.7143,1,0,0,1,0,0,0,213000
22125.98,0.2752,7,0.0714,30,0.7143,1,0,0,1,0,0,0,203000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,240000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,206000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,211000
22125.98,0.2752,7,0.0714,27,0.2857,1,0,0,1,0,0,0,203000
22125.98,0.2752,7,0.0714,31,0.8571,1,0,0,1,0,0,0,235000
22125.98,0.2752,7,0.0714,30,0.7143,0,0,0,1,0,0,0,211000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,219000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,207000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,225000
22125.98,0.2752,7,0.0714,32,1.0000,1,0,0,1,0,0,0,222000
22125.98,0.2752,7,0.0714,32,1.0000,1,0,0,1,0,0,0,235000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,226000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,216000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,237000
22125.98,0.2752,7,0.0714,30,0.7143,1,0,0,1,0,0,0,229000
22125.98,0.2752,7,0.0714,29,0.5714,0,0,0,1,0,0,0,229000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,211000
22125.98,0.2752,7,0.0714,28,0.4286,1,0,0,1,0,0,0,202000
22125.98,0.2752,7,0.0714,26,0.1429,1,0,0,1,0,0,0,202000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,212000
22125.98,0.2752,7,0.0714,29,0.5714,1,0,0,1,0,0,0,209000
23244.81,0.3047,20,1.0000,28,0.4286,1,0,0,1,0,0,0,219200
