month,year,usage,area,floor,minTemp,maxTemp,avgTemp,semester
7,2556,7360,642.89,2,28,32,30,1
8,2556,9760,642.89,2,28,31,30,1
9,2556,4835,642.89,2,24,32,29,1
10,2556,5683,642.89,2,26,31,29,0
11,2556,5093,642.89,2,26,31,30,1
12,2556,3824,642.89,2,21,30,25,1
1,2557,4334,642.89,2,21,28,25,1
2,2557,4581,642.89,2,24,29,28,1
3,2557,6652,642.89,2,27,32,30,1
4,2557,5317,642.89,2,29,33,31,1
5,2557,6516,642.89,2,29,33,31,1
6,2557,5027,642.89,2,28,32,30,0
7,2557,6798,642.89,2,27,32,30,0
8,2557,6539,642.89,2,27,31,29,1
9,2557,4783,642.89,2,28,31,29,1
10,2557,4836,642.89,2,27,29,29,1
11,2557,6611,642.89,2,26,31,29,1
12,2557,6147,642.89,2,24,29,27,1
1,2558,3408,642.89,2,23,29,26,1
2,2558,3866,642.89,2,26,31,28,1
3,2558,4146,642.89,2,27,31,30,1
4,2558,3922,642.89,2,27,33,30,1
5,2558,5989,642.89,2,29,32,31,1
6,2558,5475,642.89,2,29,33,30,0
7,2558,5350,642.89,2,28,32,30,0
8,2558,5140,642.89,2,27,32,30,1
9,2558,4525,642.89,2,26,31,29,1
10,2558,3426,642.89,2,27,30,29,1
11,2558,3846,642.89,2,28,31,29,1
12,2558,1988,642.89,2,24,31,28,1
1,2559,2219,642.89,2,18,31,27,1
2,2559,2923,642.89,2,20,30,28,1
3,2559,3394,642.89,2,27,33,31,1
4,2559,3321,642.89,2,29,34,32,1
5,2559,3527,642.89,2,29,34,32,1
6,2559,3587,642.89,2,27,32,29,0
7,2559,2946,642.89,2,28,31,29,0
8,2559,4014,642.89,2,29,31,30,1
9,2559,3280,642.89,2,27,31,29,1
10,2559,3351,642.89,2,27,30,29,1
11,2559,2839,642.89,2,27,31,29,1
12,2559,2226,642.89,2,24,30,27,1
1,2560,3669,642.89,2,26,29,27,1
2,2560,3458,642.89,2,24,31,28,1
3,2560,5587,642.89,2,27,32,30,1
4,2560,3833,642.89,2,28,33,31,1
5,2560,3421,642.89,2,27,32,30,1
6,2560,2319,642.89,2,28,31,29,0
7,2560,5174,642.89,2,27,31,29,0
8,2560,6004,642.89,2,27,31,29,1
9,2560,4325,642.89,2,28,31,29,1
10,2560,4082,642.89,2,26,31,28,1
11,2560,4647,642.89,2,25,30,28,1
12,2560,4139,642.89,2,20,29,26,1
1,2561,5947,642.89,2,22,30,27,1
2,2561,6543,642.89,2,23,30,27,1
3,2561,10015,642.89,2,24,31,29,1
4,2561,8750,642.89,2,24,32,29,1
9,2561,5743,642.89,2,27,31,29,1
1,2556,1335,642.00,2,26,30,28,1
2,2556,1511,642.00,2,28,32,30,1
3,2556,1244,642.00,2,24,34,31,0
4,2556,1159,642.00,2,29,34,32,0
5,2556,1512,642.00,2,30,34,32,0
6,2556,1376,642.00,2,28,32,30,1
7,2556,811,642.00,2,28,32,30,1
8,2556,898,642.00,2,28,31,30,1
9,2556,891,642.00,2,24,32,29,1
10,2556,838,642.00,2,26,31,29,0
11,2556,837,642.00,2,26,31,30,1
12,2556,756,642.00,2,21,30,25,1
1,2557,709,642.00,2,21,28,25,1
2,2557,711,642.00,2,24,29,28,1
3,2557,823,642.00,2,27,32,30,1
4,2557,671,642.00,2,29,33,31,1
5,2557,511,642.00,2,29,33,31,1
6,2557,669,642.00,2,28,32,30,0
7,2557,670,642.00,2,27,32,30,0
8,2557,754,642.00,2,27,31,29,1
9,2557,804,642.00,2,28,31,29,1
10,2557,745,642.00,2,27,29,29,1
11,2557,734,642.00,2,26,31,29,1
12,2557,747,642.00,2,24,29,27,1
1,2558,574,642.00,2,23,29,26,1
2,2558,538,642.00,2,26,31,28,1
3,2558,548,642.00,2,27,31,30,1
4,2558,578,642.00,2,27,33,30,1
5,2558,593,642.00,2,29,32,31,1
6,2558,636,642.00,2,29,33,30,0
7,2558,593,642.00,2,28,32,30,0
8,2558,613,642.00,2,27,32,30,1
9,2558,694,642.00,2,26,31,29,1
10,2558,525,642.00,2,27,30,29,1
11,2558,623,642.00,2,28,31,29,1
12,2558,537,642.00,2,24,31,28,1
1,2559,608,642.00,2,18,31,27,1
2,2559,556,642.00,2,20,30,28,1
3,2559,576,642.00,2,27,33,31,1
4,2559,554,642.00,2,29,34,32,1
5,2559,559,642.00,2,29,34,32,1
6,2559,611,642.00,2,27,32,29,0
7,2559,565,642.00,2,28,31,29,0
8,2559,549,642.00,2,29,31,30,1
9,2559,524,642.00,2,27,31,29,1
10,2559,586,642.00,2,27,30,29,1
11,2559,556,642.00,2,27,31,29,1
12,2559,443,642.00,2,24,30,27,1
1,2560,528,642.00,2,26,29,27,1
2,2560,510,642.00,2,24,31,28,1
3,2560,523,642.00,2,27,32,30,1
4,2560,472,642.00,2,28,33,31,1
5,2560,485,642.00,2,27,32,30,1
6,2560,399,642.00,2,28,31,29,0
7,2560,424,642.00,2,27,31,29,0
8,2560,401,642.00,2,27,31,29,1
9,2560,463,642.00,2,28,31,29,1
10,2560,446,642.00,2,26,31,28,1
11,2560,553,642.00,2,25,30,28,1
12,2560,469,642.00,2,20,29,26,1
1,2561,475,642.00,2,22,30,27,1
2,2561,497,642.00,2,23,30,27,1
3,2561,692,642.00,2,24,31,29,1
4,2561,432,642.00,2,24,32,29,1
9,2561,531,642.00,2,27,31,29,1
9,2556,3000,2856.25,8,24,32,29,1
10,2556,5000,2856.25,8,26,31,29,0
11,2556,5000,2856.25,8,26,31,30,1
12,2556,5000,2856.25,8,21,30,25,1
1,2557,6000,2856.25,8,21,28,25,1
2,2557,16000,2856.25,8,24,29,28,1
3,2557,14000,2856.25,8,27,32,30,1
4,2557,6000,2856.25,8,29,33,31,1
5,2557,9000,2856.25,8,29,33,31,1
6,2557,15000,2856.25,8,28,32,30,0
7,2557,6000,2856.25,8,27,32,30,0
8,2557,7000,2856.25,8,27,31,29,1
9,2557,9000,2856.25,8,28,31,29,1
10,2557,6000,2856.25,8,27,29,29,1
11,2557,7000,2856.25,8,26,31,29,1
12,2557,10000,2856.25,8,24,29,27,1
1,2558,5000,2856.25,8,23,29,26,1
2,2558,6000,2856.25,8,26,31,28,1
3,2558,7000,2856.25,8,27,31,30,1
4,2558,21000,2856.25,8,27,33,30,1
5,2558,11000,2856.25,8,29,32,31,1
6,2558,7000,2856.25,8,29,33,30,0
7,2558,7000,2856.25,8,28,32,30,0
8,2558,10000,2856.25,8,27,32,30,1
9,2558,9000,2856.25,8,26,31,29,1
10,2558,11000,2856.25,8,27,30,29,1
11,2558,15000,2856.25,8,28,31,29,1
12,2558,10000,2856.25,8,24,31,28,1
1,2559,12000,2856.25,8,18,31,27,1
2,2559,16000,2856.25,8,20,30,28,1
3,2559,11000,2856.25,8,27,33,31,1
4,2559,18000,2856.25,8,29,34,32,1
5,2559,16000,2856.25,8,29,34,32,1
6,2559,12000,2856.25,8,27,32,29,0
7,2559,6000,2856.25,8,28,31,29,0
8,2559,19000,2856.25,8,29,31,30,1
9,2559,12000,2856.25,8,27,31,29,1
10,2559,9000,2856.25,8,27,30,29,1
11,2559,9000,2856.25,8,27,31,29,1
12,2559,8000,2856.25,8,24,30,27,1
1,2560,8000,2856.25,8,26,29,27,1
2,2560,9000,2856.25,8,24,31,28,1
3,2560,9000,2856.25,8,27,32,30,1
4,2560,10000,2856.25,8,28,33,31,1
5,2560,6000,2856.25,8,27,32,30,1
6,2560,7000,2856.25,8,28,31,29,0
7,2560,18000,2856.25,8,27,31,29,0
8,2560,9000,2856.25,8,27,31,29,1
9,2560,9000,2856.25,8,28,31,29,1
10,2560,7000,2856.25,8,26,31,28,1
11,2560,9000,2856.25,8,25,30,28,1
12,2560,7000,2856.25,8,20,29,26,1
1,2561,7000,2856.25,8,22,30,27,1
2,2561,6000,2856.25,8,23,30,27,1
3,2561,10000,2856.25,8,24,31,29,1
4,2561,18000,2856.25,8,24,32,29,1
9,2561,12000,2856.25,8,27,31,29,1
1,2558,25200,4334.93,5,23,29,26,1
2,2558,24600,4334.93,5,26,31,28,1
3,2558,28800,4334.93,5,27,31,30,1
4,2558,33000,4334.93,5,27,33,30,1
5,2558,19200,4334.93,5,29,32,31,1
6,2558,15000,4334.93,5,29,33,30,0
7,2558,21000,4334.93,5,28,32,30,0
8,2558,31800,4334.93,5,27,32,30,1
9,2558,30000,4334.93,5,26,31,29,1
10,2558,24600,4334.93,5,27,30,29,1
11,2558,21600,4334.93,5,28,31,29,1
12,2558,15000,4334.93,5,24,31,28,1
1,2559,16000,4334.93,5,18,31,27,1
2,2559,25800,4334.93,5,20,30,28,1
3,2559,25800,4334.93,5,27,33,31,1
4,2559,37200,4334.93,5,29,34,32,1
5,2559,16800,4334.93,5,29,34,32,1
6,2559,24000,4334.93,5,27,32,29,0
7,2559,18600,4334.93,5,28,31,29,0
8,2559,35400,4334.93,5,29,31,30,1
9,2559,21600,4334.93,5,27,31,29,1
10,2559,21000,4334.93,5,27,30,29,1
11,2559,18000,4334.93,5,27,31,29,1
12,2559,19200,4334.93,5,24,30,27,1
1,2560,21600,4334.93,5,26,29,27,1
2,2560,25200,4334.93,5,24,31,28,1
3,2560,30000,4334.93,5,27,32,30,1
4,2560,31200,4334.93,5,28,33,31,1
5,2560,19800,4334.93,5,27,32,30,1
6,2560,24000,4334.93,5,28,31,29,0
7,2560,21000,4334.93,5,27,31,29,0
8,2560,35400,4334.93,5,27,31,29,1
9,2560,27000,4334.93,5,28,31,29,1
10,2560,28800,4334.93,5,26,31,28,1
11,2560,18000,4334.93,5,25,30,28,1
12,2560,15600,4334.93,5,20,29,26,1
1,2558,7238,1457.42,4,23,29,26,1
2,2558,7019,1457.42,4,26,31,28,1
3,2558,7710,1457.42,4,27,31,30,1
4,2558,9230,1457.42,4,27,33,30,1
5,2558,10790,1457.42,4,29,32,31,1
6,2558,8096,1457.42,4,29,33,30,0
7,2558,6270,1457.42,4,28,32,30,0
8,2558,11434,1457.42,4,27,32,30,1
9,2558,9681,1457.42,4,26,31,29,1
10,2558,12334,1457.42,4,27,30,29,1
11,2558,9716,1457.42,4,28,31,29,1
12,2558,9677,1457.42,4,24,31,28,1
1,2559,6617,1457.42,4,18,31,27,1
2,2559,8036,1457.42,4,20,30,28,1
3,2559,9593,1457.42,4,27,33,31,1
4,2559,12951,1457.42,4,29,34,32,1
5,2559,10327,1457.42,4,29,34,32,1
6,2559,9947,1457.42,4,27,32,29,0
7,2559,7450,1457.42,4,28,31,29,0
8,2559,5757,1457.42,4,29,31,30,1
10,2559,18142,1457.42,4,27,30,29,1
11,2559,11679,1457.42,4,27,31,29,1
12,2559,11256,1457.42,4,24,30,27,1
1,2560,7841,1457.42,4,26,29,27,1
2,2560,8189,1457.42,4,24,31,28,1
3,2560,3566,1457.42,4,27,32,30,1
5,2560,18075,1457.42,4,27,32,30,1
6,2560,8407,1457.42,4,28,31,29,0
7,2560,6800,1457.42,4,27,31,29,0
8,2560,10220,1457.42,4,27,31,29,1
9,2560,20227,1457.42,4,28,31,29,1
10,2560,3108,1457.42,4,26,31,28,1
11,2560,9075,1457.42,4,25,30,28,1
12,2560,7550,1457.42,4,20,29,26,1
9,2558,2446,1038.19,3,26,31,29,1
10,2558,1952,1038.19,3,27,30,29,1
11,2558,2844,1038.19,3,28,31,29,1
12,2558,2843,1038.19,3,24,31,28,1
1,2559,2178,1038.19,3,18,31,27,1
2,2559,3992,1038.19,3,20,30,28,1
3,2559,2399,1038.19,3,27,33,31,1
4,2559,2545,1038.19,3,29,34,32,1
5,2559,2368,1038.19,3,29,34,32,1
6,2559,1646,1038.19,3,27,32,29,0
7,2559,2433,1038.19,3,28,31,29,0
8,2559,2889,1038.19,3,29,31,30,1
9,2559,1620,1038.19,3,27,31,29,1
10,2559,1998,1038.19,3,27,30,29,1
11,2559,3458,1038.19,3,27,31,29,1
12,2559,2639,1038.19,3,24,30,27,1
1,2560,3365,1038.19,3,26,29,27,1
2,2560,3151,1038.19,3,24,31,28,1
3,2560,2504,1038.19,3,27,32,30,1
4,2560,2834,1038.19,3,28,33,31,1
5,2560,2904,1038.19,3,27,32,30,1
7,2560,3343,1038.19,3,27,31,29,0
8,2560,3787,1038.19,3,27,31,29,1
9,2560,2775,1038.19,3,28,31,29,1
11,2560,4329,1038.19,3,25,30,28,1
12,2560,3082,1038.19,3,20,29,26,1
1,2561,4267,1038.19,3,22,30,27,1
2,2561,3005,1038.19,3,23,30,27,1
3,2561,3207,1038.19,3,24,31,29,1
4,2561,2820,1038.19,3,24,32,29,1
5,2561,2381,1038.19,3,28,31,29,1
6,2561,1849,1038.19,3,26,31,30,0
7,2561,2673,1038.19,3,27,30,29,0
8,2561,3329,1038.19,3,27,30,29,1
1,2556,20000,2407.64,3,26,30,28,1
2,2556,26000,2407.64,3,28,32,30,1
3,2556,8000,2407.64,3,24,34,31,0
4,2556,8000,2407.64,3,29,34,32,0
5,2556,8000,2407.64,3,30,34,32,0
6,2556,23000,2407.64,3,28,32,30,1
7,2556,18000,2407.64,3,28,32,30,1
8,2556,17000,2407.64,3,28,31,30,1
9,2556,16000,2407.64,3,24,32,29,1
10,2556,9000,2407.64,3,26,31,29,0
11,2556,16000,2407.64,3,26,31,30,1
12,2556,10000,2407.64,3,21,30,25,1
1,2557,9000,2407.64,3,21,28,25,1
2,2557,13000,2407.64,3,24,29,28,1
3,2557,21000,2407.64,3,27,32,30,1
4,2557,11000,2407.64,3,29,33,31,1
5,2557,9000,2407.64,3,29,33,31,1
6,2557,18000,2407.64,3,28,32,30,0
7,2557,10000,2407.64,3,27,32,30,0
8,2557,15000,2407.64,3,27,31,29,1
9,2557,20000,2407.64,3,28,31,29,1
10,2557,11000,2407.64,3,27,29,29,1
11,2557,14000,2407.64,3,26,31,29,1
12,2557,12000,2407.64,3,24,29,27,1
1,2558,12000,2407.64,3,23,29,26,1
2,2558,15000,2407.64,3,26,31,28,1
3,2558,13000,2407.64,3,27,31,30,1
4,2558,14000,2407.64,3,27,33,30,1
5,2558,11000,2407.64,3,29,32,31,1
6,2558,39000,2407.64,3,29,33,30,0
7,2558,11000,2407.64,3,28,32,30,0
8,2558,18000,2407.64,3,27,32,30,1
9,2558,14000,2407.64,3,26,31,29,1
10,2558,14000,2407.64,3,27,30,29,1
11,2558,127853,2407.64,3,28,31,29,1
12,2558,16000,2407.64,3,24,31,28,1
1,2559,12000,2407.64,3,18,31,27,1
2,2559,17000,2407.64,3,20,30,28,1
3,2559,15000,2407.64,3,27,33,31,1
4,2559,21000,2407.64,3,29,34,32,1
5,2559,12000,2407.64,3,29,34,32,1
6,2559,11000,2407.64,3,27,32,29,0
7,2559,10000,2407.64,3,28,31,29,0
8,2559,10000,2407.64,3,29,31,30,1
9,2559,10000,2407.64,3,27,31,29,1
10,2559,11000,2407.64,3,27,30,29,1
11,2559,12000,2407.64,3,27,31,29,1
12,2559,12000,2407.64,3,24,30,27,1
1,2560,15000,2407.64,3,26,29,27,1
2,2560,23000,2407.64,3,24,31,28,1
3,2560,17000,2407.64,3,27,32,30,1
4,2560,31000,2407.64,3,28,33,31,1
5,2560,13000,2407.64,3,27,32,30,1
6,2560,12000,2407.64,3,28,31,29,0
7,2560,14000,2407.64,3,27,31,29,0
8,2560,22000,2407.64,3,27,31,29,1
9,2560,13000,2407.64,3,28,31,29,1
10,2560,12000,2407.64,3,26,31,28,1
11,2560,16000,2407.64,3,25,30,28,1
12,2560,13000,2407.64,3,20,29,26,1
1,2561,12000,2407.64,3,22,30,27,1
2,2561,17000,2407.64,3,23,30,27,1
3,2561,16000,2407.64,3,24,31,29,1
4,2561,17000,2407.64,3,24,32,29,1
9,2561,14000,2407.64,3,27,31,29,1
1,2556,1754,557.70,2,26,30,28,1
2,2556,1726,557.70,2,28,32,30,1
3,2556,2881,557.70,2,24,34,31,0
4,2556,2808,557.70,2,29,34,32,0
5,2556,3065,557.70,2,30,34,32,0
6,2556,2917,557.70,2,28,32,30,1
7,2556,2801,557.70,2,28,32,30,1
8,2556,2855,557.70,2,28,31,30,1
9,2556,2605,557.70,2,24,32,29,1
10,2556,2561,557.70,2,26,31,29,0
11,2556,2590,557.70,2,26,31,30,1
12,2556,2013,557.70,2,21,30,25,1
1,2557,2211,557.70,2,21,28,25,1
2,2557,2500,557.70,2,24,29,28,1
3,2557,3082,557.70,2,27,32,30,1
4,2557,2708,557.70,2,29,33,31,1
5,2557,2972,557.70,2,29,33,31,1
6,2557,2846,557.70,2,28,32,30,0
7,2557,2997,557.70,2,27,32,30,0
8,2557,3098,557.70,2,27,31,29,1
9,2557,3347,557.70,2,28,31,29,1
10,2557,3183,557.70,2,27,29,29,1
11,2557,2824,557.70,2,26,31,29,1
12,2557,2250,557.70,2,24,29,27,1
1,2558,1173,557.70,2,23,29,26,1
2,2558,1038,557.70,2,26,31,28,1
3,2558,1108,557.70,2,27,31,30,1
4,2558,1028,557.70,2,27,33,30,1
5,2558,1061,557.70,2,29,32,31,1
6,2558,1008,557.70,2,29,33,30,0
7,2558,1039,557.70,2,28,32,30,0
8,2558,1515,557.70,2,27,32,30,1
9,2558,1850,557.70,2,26,31,29,1
10,2558,2006,557.70,2,27,30,29,1
11,2558,1907,557.70,2,28,31,29,1
12,2558,1963,557.70,2,24,31,28,1
1,2559,1891,557.70,2,18,31,27,1
2,2559,1895,557.70,2,20,30,28,1
3,2559,1937,557.70,2,27,33,31,1
4,2559,1869,557.70,2,29,34,32,1
5,2559,1603,557.70,2,29,34,32,1
6,2559,1473,557.70,2,27,32,29,0
7,2559,1492,557.70,2,28,31,29,0
8,2559,1658,557.70,2,29,31,30,1
9,2559,2286,557.70,2,27,31,29,1
10,2559,3228,557.70,2,27,30,29,1
11,2559,2109,557.70,2,27,31,29,1
12,2559,2048,557.70,2,24,30,27,1
1,2560,2205,557.70,2,26,29,27,1
2,2560,1816,557.70,2,24,31,28,1
3,2560,1959,557.70,2,27,32,30,1
4,2560,1837,557.70,2,28,33,31,1
5,2560,1890,557.70,2,27,32,30,1
6,2560,1803,557.70,2,28,31,29,0
7,2560,1882,557.70,2,27,31,29,0
8,2560,1897,557.70,2,27,31,29,1
9,2560,1525,557.70,2,28,31,29,1
10,2560,1417,557.70,2,26,31,28,1
11,2560,2177,557.70,2,25,30,28,1
12,2560,1411,557.70,2,20,29,26,1
1,2561,1473,557.70,2,22,30,27,1
2,2561,1339,557.70,2,23,30,27,1
3,2561,2375,557.70,2,24,31,29,1
4,2561,2100,557.70,2,24,32,29,1
9,2561,1261,557.70,2,27,31,29,1
1,2556,4266,405.28,3,26,30,28,1
2,2556,5184,405.28,3,28,32,30,1
3,2556,5330,405.28,3,24,34,31,0
4,2556,4073,405.28,3,29,34,32,0
5,2556,4775,405.28,3,30,34,32,0
6,2556,5017,405.28,3,28,32,30,1
7,2556,5229,405.28,3,28,32,30,1
8,2556,5524,405.28,3,28,31,30,1
9,2556,5002,405.28,3,24,32,29,1
10,2556,4640,405.28,3,26,31,29,0
11,2556,5220,405.28,3,26,31,30,1
12,2556,5177,405.28,3,21,30,25,1
1,2557,5295,405.28,3,21,28,25,1
2,2557,4905,405.28,3,24,29,28,1
3,2557,4286,405.28,3,27,32,30,1
4,2557,3886,405.28,3,29,33,31,1
5,2557,3576,405.28,3,29,33,31,1
6,2557,3316,405.28,3,28,32,30,0
7,2557,4286,405.28,3,27,32,30,0
8,2557,3851,405.28,3,27,31,29,1
9,2557,3921,405.28,3,28,31,29,1
10,2557,3854,405.28,3,27,29,29,1
11,2557,3997,405.28,3,26,31,29,1
12,2557,3824,405.28,3,24,29,27,1
1,2558,4279,405.28,3,23,29,26,1
2,2558,4709,405.28,3,26,31,28,1
3,2558,5379,405.28,3,27,31,30,1
4,2558,5118,405.28,3,27,33,30,1
5,2558,5397,405.28,3,29,32,31,1
6,2558,4824,405.28,3,29,33,30,0
7,2558,4757,405.28,3,28,32,30,0
8,2558,5379,405.28,3,27,32,30,1
9,2558,5420,405.28,3,26,31,29,1
10,2558,4996,405.28,3,27,30,29,1
11,2558,5038,405.28,3,28,31,29,1
12,2558,4626,405.28,3,24,31,28,1
1,2559,4297,405.28,3,18,31,27,1
2,2559,5407,405.28,3,20,30,28,1
3,2559,5915,405.28,3,27,33,31,1
4,2559,5363,405.28,3,29,34,32,1
5,2559,5157,405.28,3,29,34,32,1
6,2559,4348,405.28,3,27,32,29,0
7,2559,4751,405.28,3,28,31,29,0
8,2559,5346,405.28,3,29,31,30,1
9,2559,4233,405.28,3,27,31,29,1
10,2559,4473,405.28,3,27,30,29,1
11,2559,4998,405.28,3,27,31,29,1
12,2559,4276,405.28,3,24,30,27,1
1,2560,4301,405.28,3,26,29,27,1
2,2560,4865,405.28,3,24,31,28,1
3,2560,4808,405.28,3,27,32,30,1
4,2560,4812,405.28,3,28,33,31,1
5,2560,4894,405.28,3,27,32,30,1
6,2560,4029,405.28,3,28,31,29,0
7,2560,4633,405.28,3,27,31,29,0
8,2560,4246,405.28,3,27,31,29,1
9,2560,3855,405.28,3,28,31,29,1
10,2560,4131,405.28,3,26,31,28,1
11,2560,3849,405.28,3,25,30,28,1
12,2560,3701,405.28,3,20,29,26,1
1,2561,3843,405.28,3,22,30,27,1
2,2561,3529,405.28,3,23,30,27,1
3,2561,3937,405.28,3,24,31,29,1
4,2561,3584,405.28,3,24,32,29,1
9,2561,3500,405.28,3,27,31,29,1
1,2556,464,53.34,1,26,30,28,1
2,2556,493,53.34,1,28,32,30,1
3,2556,525,53.34,1,24,34,31,0
4,2556,486,53.34,1,29,34,32,0
5,2556,508,53.34,1,30,34,32,0
6,2556,1291,53.34,1,28,32,30,1
7,2556,800,53.34,1,28,32,30,1
