area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,usage,catagories
1949.16,0.0382,4,0.1579,28,0.4286,1,114000,lecture
1949.16,0.0382,4,0.1579,30,0.7143,1,146000,lecture
1949.16,0.0382,4,0.1579,31,0.8571,1,132000,lecture
1949.16,0.0382,4,0.1579,30,0.7143,1,136000,lecture
1949.16,0.0382,4,0.1579,29,0.5714,0,82000,lecture
1949.16,0.0382,4,0.1579,29,0.5714,0,96000,lecture
1949.16,0.0382,4,0.1579,29,0.5714,1,115000,lecture
1949.16,0.0382,4,0.1579,29,0.5714,1,149000,lecture
1949.16,0.0382,4,0.1579,28,0.4286,1,127000,lecture
1949.16,0.0382,4,0.1579,28,0.4286,1,108000,lecture
1949.16,0.0382,4,0.1579,26,0.1429,1,91000,lecture
1949.16,0.0382,4,0.1579,27,0.2857,1,69000,lecture
1949.16,0.0382,4,0.1579,27,0.2857,1,96000,lecture
1949.16,0.0382,4,0.1579,29,0.5714,1,118000,lecture
1949.16,0.0382,4,0.1579,29,0.5714,1,114000,lecture
6956.23,0.1392,10,0.4737,26,0.1429,1,34000,lecture
6956.23,0.1392,10,0.4737,28,0.4286,1,38000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,1,42000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,1,38000,lecture
6956.23,0.1392,10,0.4737,31,0.8571,1,27000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,0,29000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,0,22000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,1,50000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,24700,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,33000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,32000,lecture
6956.23,0.1392,10,0.4737,28,0.4286,1,18000,lecture
6956.23,0.1392,10,0.4737,27,0.2857,1,28000,lecture
6956.23,0.1392,10,0.4737,28,0.4286,1,45000,lecture
6956.23,0.1392,10,0.4737,31,0.8571,1,39000,lecture
6956.23,0.1392,10,0.4737,32,1.0000,1,49000,lecture
6956.23,0.1392,10,0.4737,32,1.0000,1,21000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,0,30000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,0,32000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,1,44000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,32000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,35000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,29000,lecture
6956.23,0.1392,10,0.4737,27,0.2857,1,20000,lecture
6956.23,0.1392,10,0.4737,27,0.2857,1,29000,lecture
6956.23,0.1392,10,0.4737,28,0.4286,1,40000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,1,35000,lecture
6956.23,0.1392,10,0.4737,31,0.8571,1,41000,lecture
6956.23,0.1392,10,0.4737,30,0.7143,1,19000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,0,24000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,0,29000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,49000,lecture
6956.23,0.1392,10,0.4737,29,0.5714,1,39000,lecture
6956.23,0.1392,10,0.4737,28,0.4286,1,29000,lecture
6956.23,0.1392,10,0.4737,28,0.4286,1,15000,lecture
6956.23,0.1392,10,0.4737,26,0.1429,1,15000,lecture
3389.75,0.0673,5,0.2105,26,0.1429,1,31800,lecture
3389.75,0.0673,5,0.2105,28,0.4286,1,36600,lecture
3389.75,0.0673,5,0.2105,30,0.7143,1,39600,lecture
3389.75,0.0673,5,0.2105,30,0.7143,1,39000,lecture
3389.75,0.0673,5,0.2105,31,0.8571,1,40800,lecture
3389.75,0.0673,5,0.2105,30,0.7143,0,35400,lecture
3389.75,0.0673,5,0.2105,30,0.7143,0,37800,lecture
3389.75,0.0673,5,0.2105,30,0.7143,1,46200,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,43800,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,35400,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,38400,lecture
3389.75,0.0673,5,0.2105,28,0.4286,1,28800,lecture
3389.75,0.0673,5,0.2105,27,0.2857,1,28800,lecture
3389.75,0.0673,5,0.2105,28,0.4286,1,42000,lecture
3389.75,0.0673,5,0.2105,31,0.8571,1,42000,lecture
3389.75,0.0673,5,0.2105,32,1.0000,1,46800,lecture
3389.75,0.0673,5,0.2105,32,1.0000,1,31800,lecture
3389.75,0.0673,5,0.2105,29,0.5714,0,40200,lecture
3389.75,0.0673,5,0.2105,29,0.5714,0,30000,lecture
3389.75,0.0673,5,0.2105,30,0.7143,1,49200,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,40200,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,42600,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,33600,lecture
3389.75,0.0673,5,0.2105,27,0.2857,1,33600,lecture
3389.75,0.0673,5,0.2105,27,0.2857,1,31800,lecture
3389.75,0.0673,5,0.2105,28,0.4286,1,45000,lecture
3389.75,0.0673,5,0.2105,30,0.7143,1,46200,lecture
3389.75,0.0673,5,0.2105,31,0.8571,1,51600,lecture
3389.75,0.0673,5,0.2105,30,0.7143,1,38400,lecture
3389.75,0.0673,5,0.2105,29,0.5714,0,42000,lecture
3389.75,0.0673,5,0.2105,29,0.5714,0,36600,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,54600,lecture
3389.75,0.0673,5,0.2105,29,0.5714,1,47400,lecture
3389.75,0.0673,5,0.2105,28,0.4286,1,41400,lecture
3389.75,0.0673,5,0.2105,28,0.4286,1,24000,lecture
3389.75,0.0673,5,0.2105,26,0.1429,1,25800,lecture
9246.82,0.1854,7,0.3158,26,0.1429,1,68000,lecture
9246.82,0.1854,7,0.3158,28,0.4286,1,78000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,1,78000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,1,86000,lecture
9246.82,0.1854,7,0.3158,31,0.8571,1,68000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,0,62000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,0,58000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,1,98000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,100000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,78000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,86000,lecture
9246.82,0.1854,7,0.3158,28,0.4286,1,52000,lecture
9246.82,0.1854,7,0.3158,27,0.2857,1,62000,lecture
9246.82,0.1854,7,0.3158,28,0.4286,1,92000,lecture
9246.82,0.1854,7,0.3158,31,0.8571,1,84000,lecture
9246.82,0.1854,7,0.3158,32,1.0000,1,96000,lecture
9246.82,0.1854,7,0.3158,32,1.0000,1,56000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,0,72000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,0,56000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,1,100000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,82000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,78000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,70000,lecture
9246.82,0.1854,7,0.3158,27,0.2857,1,60000,lecture
9246.82,0.1854,7,0.3158,27,0.2857,1,60000,lecture
9246.82,0.1854,7,0.3158,28,0.4286,1,86000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,1,76000,lecture
9246.82,0.1854,7,0.3158,31,0.8571,1,94000,lecture
9246.82,0.1854,7,0.3158,30,0.7143,1,58000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,0,64000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,0,68000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,112000,lecture
9246.82,0.1854,7,0.3158,29,0.5714,1,94000,lecture
9246.82,0.1854,7,0.3158,28,0.4286,1,84000,lecture
9246.82,0.1854,7,0.3158,28,0.4286,1,48000,lecture
9246.82,0.1854,7,0.3158,26,0.1429,1,54000,lecture
6261.53,0.1252,10,0.4737,26,0.1429,1,26000,lecture
6261.53,0.1252,10,0.4737,28,0.4286,1,32000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,1,29000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,1,35000,lecture
6261.53,0.1252,10,0.4737,31,0.8571,1,20000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,0,20000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,0,17000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,1,39000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,35000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,29000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,35000,lecture
6261.53,0.1252,10,0.4737,28,0.4286,1,17000,lecture
6261.53,0.1252,10,0.4737,27,0.2857,1,23000,lecture
6261.53,0.1252,10,0.4737,28,0.4286,1,36000,lecture
6261.53,0.1252,10,0.4737,31,0.8571,1,34000,lecture
6261.53,0.1252,10,0.4737,32,1.0000,1,45000,lecture
6261.53,0.1252,10,0.4737,32,1.0000,1,18000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,0,24000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,0,22000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,1,41000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,32000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,33000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,29000,lecture
6261.53,0.1252,10,0.4737,27,0.2857,1,21000,lecture
6261.53,0.1252,10,0.4737,27,0.2857,1,23000,lecture
6261.53,0.1252,10,0.4737,28,0.4286,1,35000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,1,33000,lecture
6261.53,0.1252,10,0.4737,31,0.8571,1,37000,lecture
6261.53,0.1252,10,0.4737,30,0.7143,1,19000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,0,21000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,0,25000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,41000,lecture
6261.53,0.1252,10,0.4737,29,0.5714,1,33000,lecture
6261.53,0.1252,10,0.4737,28,0.4286,1,30000,lecture
6261.53,0.1252,10,0.4737,28,0.4286,1,19000,lecture
6261.53,0.1252,10,0.4737,26,0.1429,1,19000,lecture
12388.55,0.2487,10,0.4737,26,0.1429,1,116000,lecture
12388.55,0.2487,10,0.4737,28,0.4286,1,96000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,1,64000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,1,92000,lecture
12388.55,0.2487,10,0.4737,31,0.8571,1,96000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,0,80000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,0,80000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,1,92000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,88000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,84000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,80000,lecture
12388.55,0.2487,10,0.4737,28,0.4286,1,72000,lecture
12388.55,0.2487,10,0.4737,27,0.2857,1,72000,lecture
12388.55,0.2487,10,0.4737,28,0.4286,1,84000,lecture
12388.55,0.2487,10,0.4737,31,0.8571,1,88000,lecture
12388.55,0.2487,10,0.4737,32,1.0000,1,96000,lecture
12388.55,0.2487,10,0.4737,32,1.0000,1,84000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,0,84000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,0,68000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,1,96000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,80000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,80000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,72000,lecture
12388.55,0.2487,10,0.4737,27,0.2857,1,72000,lecture
12388.55,0.2487,10,0.4737,27,0.2857,1,64000,lecture
12388.55,0.2487,10,0.4737,28,0.4286,1,80000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,1,80000,lecture
12388.55,0.2487,10,0.4737,31,0.8571,1,92000,lecture
12388.55,0.2487,10,0.4737,30,0.7143,1,80000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,0,88000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,0,68000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,104000,lecture
12388.55,0.2487,10,0.4737,29,0.5714,1,84000,lecture
12388.55,0.2487,10,0.4737,28,0.4286,1,96000,lecture
12388.55,0.2487,10,0.4737,28,0.4286,1,68000,lecture
12388.55,0.2487,10,0.4737,26,0.1429,1,80000,lecture
10354.32,0.2077,10,0.4737,26,0.1429,1,50000,lecture
10354.32,0.2077,10,0.4737,28,0.4286,1,58000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,1,60000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,1,54000,lecture
10354.32,0.2077,10,0.4737,31,0.8571,1,78000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,0,48000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,0,54000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,1,78000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,84000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,60000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,76000,lecture
10354.32,0.2077,10,0.4737,28,0.4286,1,38000,lecture
10354.32,0.2077,10,0.4737,27,0.2857,1,56000,lecture
10354.32,0.2077,10,0.4737,28,0.4286,1,64000,lecture
10354.32,0.2077,10,0.4737,31,0.8571,1,70000,lecture
10354.32,0.2077,10,0.4737,32,1.0000,1,88000,lecture
10354.32,0.2077,10,0.4737,32,1.0000,1,56000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,0,66000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,0,42000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,1,80000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,62000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,62000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,64000,lecture
10354.32,0.2077,10,0.4737,27,0.2857,1,50000,lecture
10354.32,0.2077,10,0.4737,27,0.2857,1,48000,lecture
10354.32,0.2077,10,0.4737,28,0.4286,1,66000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,1,64000,lecture
10354.32,0.2077,10,0.4737,31,0.8571,1,86000,lecture
10354.32,0.2077,10,0.4737,30,0.7143,1,66000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,0,66000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,0,52000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,96000,lecture
10354.32,0.2077,10,0.4737,29,0.5714,1,60000,lecture
10354.32,0.2077,10,0.4737,28,0.4286,1,72000,lecture
10354.32,0.2077,10,0.4737,28,0.4286,1,54000,lecture
10354.32,0.2077,10,0.4737,26,0.1429,1,38000,lecture
8114.84,0.1625,7,0.3158,26,0.1429,1,112000,lecture
8114.84,0.1625,7,0.3158,28,0.4286,1,118000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,1,120000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,1,130000,lecture
8114.84,0.1625,7,0.3158,31,0.8571,1,130000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,0,102000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,0,116000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,1,132000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,122000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,112000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,122000,lecture
8114.84,0.1625,7,0.3158,28,0.4286,1,96000,lecture
8114.84,0.1625,7,0.3158,27,0.2857,1,94000,lecture
8114.84,0.1625,7,0.3158,28,0.4286,1,128000,lecture
8114.84,0.1625,7,0.3158,31,0.8571,1,128000,lecture
8114.84,0.1625,7,0.3158,32,1.0000,1,132000,lecture
8114.84,0.1625,7,0.3158,32,1.0000,1,104000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,0,118000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,0,86000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,1,132000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,110000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,114000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,102000,lecture
8114.84,0.1625,7,0.3158,27,0.2857,1,102000,lecture
8114.84,0.1625,7,0.3158,27,0.2857,1,100000,lecture
8114.84,0.1625,7,0.3158,28,0.4286,1,126000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,1,118000,lecture
8114.84,0.1625,7,0.3158,31,0.8571,1,130000,lecture
8114.84,0.1625,7,0.3158,30,0.7143,1,106000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,0,112000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,0,96000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,152000,lecture
8114.84,0.1625,7,0.3158,29,0.5714,1,128000,lecture
8114.84,0.1625,7,0.3158,28,0.4286,1,128000,lecture
8114.84,0.1625,7,0.3158,28,0.4286,1,82000,lecture
8114.84,0.1625,7,0.3158,26,0.1429,1,84000,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,30512,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,28220,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,28648,lecture
2684.53,0.0530,5,0.2105,28,0.4286,1,25829,lecture
2684.53,0.0530,5,0.2105,27,0.2857,1,22267,lecture
2684.53,0.0530,5,0.2105,28,0.4286,1,25769,lecture
2684.53,0.0530,5,0.2105,31,0.8571,1,32134,lecture
2684.53,0.0530,5,0.2105,32,1.0000,1,32712,lecture
2684.53,0.0530,5,0.2105,32,1.0000,1,32514,lecture
2684.53,0.0530,5,0.2105,29,0.5714,0,26481,lecture
2684.53,0.0530,5,0.2105,29,0.5714,0,24836,lecture
2684.53,0.0530,5,0.2105,30,0.7143,1,28495,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,28052,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,26441,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,28127,lecture
2684.53,0.0530,5,0.2105,27,0.2857,1,21943,lecture
2684.53,0.0530,5,0.2105,27,0.2857,1,20484,lecture
2684.53,0.0530,5,0.2105,28,0.4286,1,22081,lecture
2684.53,0.0530,5,0.2105,30,0.7143,1,29645,lecture
2684.53,0.0530,5,0.2105,31,0.8571,1,27097,lecture
2684.53,0.0530,5,0.2105,30,0.7143,1,29666,lecture
2684.53,0.0530,5,0.2105,29,0.5714,0,24730,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,30652,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,30451,lecture
2684.53,0.0530,5,0.2105,28,0.4286,1,24970,lecture
2684.53,0.0530,5,0.2105,28,0.4286,1,24117,lecture
2684.53,0.0530,5,0.2105,26,0.1429,1,20475,lecture
2684.53,0.0530,5,0.2105,27,0.2857,1,22719,lecture
2684.53,0.0530,5,0.2105,27,0.2857,1,22833,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,30767,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,28027,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,27461,lecture
2684.53,0.0530,5,0.2105,30,0.7143,0,28361,lecture
2684.53,0.0530,5,0.2105,29,0.5714,0,24944,lecture
2684.53,0.0530,5,0.2105,29,0.5714,1,29608,lecture
3331.84,0.0661,5,0.2105,29,0.5714,1,21716,lecture
3331.84,0.0661,5,0.2105,29,0.5714,1,19781,lecture
3331.84,0.0661,5,0.2105,29,0.5714,1,20997,lecture
3331.84,0.0661,5,0.2105,28,0.4286,1,20670,lecture
3331.84,0.0661,5,0.2105,27,0.2857,1,18983,lecture
3331.84,0.0661,5,0.2105,28,0.4286,1,18658,lecture
