month,year,usage,area,floor,minTemp,maxTemp,avgTemp,semester
11,2559,28489,4028.20,3,27,31,29,1
12,2559,26327,4028.20,3,24,30,27,1
1,2560,14102,4028.20,3,26,29,27,1
2,2560,24763,4028.20,3,24,31,28,1
3,2560,32267,4028.20,3,27,32,30,1
4,2560,32351,4028.20,3,28,33,31,1
5,2560,33710,4028.20,3,27,32,30,1
6,2560,21359,4028.20,3,28,31,29,0
7,2560,28568,4028.20,3,27,31,29,0
8,2560,26975,4028.20,3,27,31,29,1
9,2560,33487,4028.20,3,28,31,29,1
10,2560,27767,4028.20,3,26,31,28,1
11,2560,24504,4028.20,3,25,30,28,1
12,2560,21364,4028.20,3,20,29,26,1
1,2561,17497,4028.20,3,22,30,27,1
2,2561,24259,4028.20,3,23,30,27,1
3,2561,28469,4028.20,3,24,31,29,1
4,2561,26340,4028.20,3,24,32,29,1
1,2556,95000,1949.16,4,26,30,28,1
2,2556,115000,1949.16,4,28,32,30,1
3,2556,78000,1949.16,4,24,34,31,0
4,2556,71000,1949.16,4,29,34,32,0
5,2556,73000,1949.16,4,30,34,32,0
6,2556,80000,1949.16,4,28,32,30,1
7,2556,130000,1949.16,4,28,32,30,1
8,2556,109000,1949.16,4,28,31,30,1
9,2556,131000,1949.16,4,24,32,29,1
10,2556,78000,1949.16,4,26,31,29,0
11,2556,85000,1949.16,4,26,31,30,1
12,2556,84000,1949.16,4,21,30,25,1
1,2557,63000,1949.16,4,21,28,25,1
2,2557,85000,1949.16,4,24,29,28,1
3,2557,96000,1949.16,4,27,32,30,1
4,2557,70000,1949.16,4,29,33,31,1
5,2557,65000,1949.16,4,29,33,31,1
6,2557,50000,1949.16,4,28,32,30,0
7,2557,47000,1949.16,4,27,32,30,0
8,2557,47000,1949.16,4,27,31,29,1
9,2557,128000,1949.16,4,28,31,29,1
10,2557,113000,1949.16,4,27,29,29,1
11,2557,116000,1949.16,4,26,31,29,1
12,2557,87000,1949.16,4,24,29,27,1
1,2558,51000,1949.16,4,23,29,26,1
2,2558,107000,1949.16,4,26,31,28,1
3,2558,113000,1949.16,4,27,31,30,1
4,2558,115000,1949.16,4,27,33,30,1
5,2558,116000,1949.16,4,29,32,31,1
6,2558,63000,1949.16,4,29,33,30,0
7,2558,91000,1949.16,4,28,32,30,0
8,2558,61000,1949.16,4,27,32,30,1
9,2558,144000,1949.16,4,26,31,29,1
10,2558,129000,1949.16,4,27,30,29,1
11,2558,118000,1949.16,4,28,31,29,1
12,2558,116000,1949.16,4,24,31,28,1
1,2559,56000,1949.16,4,18,31,27,1
2,2559,96000,1949.16,4,20,30,28,1
3,2559,132000,1949.16,4,27,33,31,1
4,2559,133000,1949.16,4,29,34,32,1
5,2559,143000,1949.16,4,29,34,32,1
6,2559,77000,1949.16,4,27,32,29,0
7,2559,88000,1949.16,4,28,31,29,0
8,2559,97000,1949.16,4,29,31,30,1
9,2559,155000,1949.16,4,27,31,29,1
10,2559,114000,1949.16,4,27,30,29,1
11,2559,120000,1949.16,4,27,31,29,1
12,2559,114000,1949.16,4,24,30,27,1
1,2560,58000,1949.16,4,26,29,27,1
2,2560,114000,1949.16,4,24,31,28,1
3,2560,146000,1949.16,4,27,32,30,1
4,2560,132000,1949.16,4,28,33,31,1
5,2560,136000,1949.16,4,27,32,30,1
6,2560,82000,1949.16,4,28,31,29,0
7,2560,96000,1949.16,4,27,31,29,0
8,2560,115000,1949.16,4,27,31,29,1
9,2560,149000,1949.16,4,28,31,29,1
10,2560,127000,1949.16,4,26,31,28,1
11,2560,108000,1949.16,4,25,30,28,1
12,2560,91000,1949.16,4,20,29,26,1
1,2561,69000,1949.16,4,22,30,27,1
2,2561,96000,1949.16,4,23,30,27,1
3,2561,118000,1949.16,4,24,31,29,1
4,2561,114000,1949.16,4,24,32,29,1
1,2558,34000,6956.23,10,23,29,26,1
2,2558,38000,6956.23,10,26,31,28,1
3,2558,42000,6956.23,10,27,31,30,1
4,2558,38000,6956.23,10,27,33,30,1
5,2558,27000,6956.23,10,29,32,31,1
6,2558,29000,6956.23,10,29,33,30,0
7,2558,22000,6956.23,10,28,32,30,0
8,2558,50000,6956.23,10,27,32,30,1
9,2558,24700,6956.23,10,26,31,29,1
10,2558,33000,6956.23,10,27,30,29,1
11,2558,32000,6956.23,10,28,31,29,1
12,2558,18000,6956.23,10,24,31,28,1
1,2559,28000,6956.23,10,18,31,27,1
2,2559,45000,6956.23,10,20,30,28,1
3,2559,39000,6956.23,10,27,33,31,1
4,2559,49000,6956.23,10,29,34,32,1
5,2559,21000,6956.23,10,29,34,32,1
6,2559,30000,6956.23,10,27,32,29,0
7,2559,32000,6956.23,10,28,31,29,0
8,2559,44000,6956.23,10,29,31,30,1
9,2559,32000,6956.23,10,27,31,29,1
10,2559,35000,6956.23,10,27,30,29,1
11,2559,29000,6956.23,10,27,31,29,1
12,2559,20000,6956.23,10,24,30,27,1
1,2560,29000,6956.23,10,26,29,27,1
2,2560,40000,6956.23,10,24,31,28,1
3,2560,35000,6956.23,10,27,32,30,1
4,2560,41000,6956.23,10,28,33,31,1
5,2560,19000,6956.23,10,27,32,30,1
6,2560,24000,6956.23,10,28,31,29,0
7,2560,29000,6956.23,10,27,31,29,0
8,2560,49000,6956.23,10,27,31,29,1
9,2560,39000,6956.23,10,28,31,29,1
10,2560,29000,6956.23,10,26,31,28,1
11,2560,15000,6956.23,10,25,30,28,1
12,2560,15000,6956.23,10,20,29,26,1
1,2558,31800,3389.75,5,23,29,26,1
2,2558,36600,3389.75,5,26,31,28,1
3,2558,39600,3389.75,5,27,31,30,1
4,2558,39000,3389.75,5,27,33,30,1
5,2558,40800,3389.75,5,29,32,31,1
6,2558,35400,3389.75,5,29,33,30,0
7,2558,37800,3389.75,5,28,32,30,0
8,2558,46200,3389.75,5,27,32,30,1
9,2558,43800,3389.75,5,26,31,29,1
10,2558,35400,3389.75,5,27,30,29,1
11,2558,38400,3389.75,5,28,31,29,1
12,2558,28800,3389.75,5,24,31,28,1
1,2559,28800,3389.75,5,18,31,27,1
2,2559,42000,3389.75,5,20,30,28,1
3,2559,42000,3389.75,5,27,33,31,1
4,2559,46800,3389.75,5,29,34,32,1
5,2559,31800,3389.75,5,29,34,32,1
6,2559,40200,3389.75,5,27,32,29,0
7,2559,30000,3389.75,5,28,31,29,0
8,2559,49200,3389.75,5,29,31,30,1
9,2559,40200,3389.75,5,27,31,29,1
10,2559,42600,3389.75,5,27,30,29,1
11,2559,33600,3389.75,5,27,31,29,1
12,2559,33600,3389.75,5,24,30,27,1
1,2560,31800,3389.75,5,26,29,27,1
2,2560,45000,3389.75,5,24,31,28,1
3,2560,46200,3389.75,5,27,32,30,1
4,2560,51600,3389.75,5,28,33,31,1
5,2560,38400,3389.75,5,27,32,30,1
6,2560,42000,3389.75,5,28,31,29,0
7,2560,36600,3389.75,5,27,31,29,0
8,2560,54600,3389.75,5,27,31,29,1
9,2560,47400,3389.75,5,28,31,29,1
10,2560,41400,3389.75,5,26,31,28,1
11,2560,24000,3389.75,5,25,30,28,1
12,2560,25800,3389.75,5,20,29,26,1
1,2558,68000,9246.82,7,23,29,26,1
2,2558,78000,9246.82,7,26,31,28,1
3,2558,78000,9246.82,7,27,31,30,1
4,2558,86000,9246.82,7,27,33,30,1
5,2558,68000,9246.82,7,29,32,31,1
6,2558,62000,9246.82,7,29,33,30,0
7,2558,58000,9246.82,7,28,32,30,0
8,2558,98000,9246.82,7,27,32,30,1
9,2558,100000,9246.82,7,26,31,29,1
10,2558,78000,9246.82,7,27,30,29,1
11,2558,86000,9246.82,7,28,31,29,1
12,2558,52000,9246.82,7,24,31,28,1
1,2559,62000,9246.82,7,18,31,27,1
2,2559,92000,9246.82,7,20,30,28,1
3,2559,84000,9246.82,7,27,33,31,1
4,2559,96000,9246.82,7,29,34,32,1
5,2559,56000,9246.82,7,29,34,32,1
6,2559,72000,9246.82,7,27,32,29,0
7,2559,56000,9246.82,7,28,31,29,0
8,2559,100000,9246.82,7,29,31,30,1
9,2559,82000,9246.82,7,27,31,29,1
10,2559,78000,9246.82,7,27,30,29,1
11,2559,70000,9246.82,7,27,31,29,1
12,2559,60000,9246.82,7,24,30,27,1
1,2560,60000,9246.82,7,26,29,27,1
2,2560,86000,9246.82,7,24,31,28,1
3,2560,76000,9246.82,7,27,32,30,1
4,2560,94000,9246.82,7,28,33,31,1
5,2560,58000,9246.82,7,27,32,30,1
6,2560,64000,9246.82,7,28,31,29,0
7,2560,68000,9246.82,7,27,31,29,0
8,2560,112000,9246.82,7,27,31,29,1
9,2560,94000,9246.82,7,28,31,29,1
10,2560,84000,9246.82,7,26,31,28,1
11,2560,48000,9246.82,7,25,30,28,1
12,2560,54000,9246.82,7,20,29,26,1
1,2558,26000,6261.53,10,23,29,26,1
2,2558,32000,6261.53,10,26,31,28,1
3,2558,29000,6261.53,10,27,31,30,1
4,2558,35000,6261.53,10,27,33,30,1
5,2558,20000,6261.53,10,29,32,31,1
6,2558,20000,6261.53,10,29,33,30,0
7,2558,17000,6261.53,10,28,32,30,0
8,2558,39000,6261.53,10,27,32,30,1
9,2558,35000,6261.53,10,26,31,29,1
10,2558,29000,6261.53,10,27,30,29,1
11,2558,35000,6261.53,10,28,31,29,1
12,2558,17000,6261.53,10,24,31,28,1
1,2559,23000,6261.53,10,18,31,27,1
2,2559,36000,6261.53,10,20,30,28,1
3,2559,34000,6261.53,10,27,33,31,1
4,2559,45000,6261.53,10,29,34,32,1
5,2559,18000,6261.53,10,29,34,32,1
6,2559,24000,6261.53,10,27,32,29,0
7,2559,22000,6261.53,10,28,31,29,0
8,2559,41000,6261.53,10,29,31,30,1
9,2559,32000,6261.53,10,27,31,29,1
10,2559,33000,6261.53,10,27,30,29,1
11,2559,29000,6261.53,10,27,31,29,1
12,2559,21000,6261.53,10,24,30,27,1
1,2560,23000,6261.53,10,26,29,27,1
2,2560,35000,6261.53,10,24,31,28,1
3,2560,33000,6261.53,10,27,32,30,1
4,2560,37000,6261.53,10,28,33,31,1
5,2560,19000,6261.53,10,27,32,30,1
6,2560,21000,6261.53,10,28,31,29,0
7,2560,25000,6261.53,10,27,31,29,0
8,2560,41000,6261.53,10,27,31,29,1
9,2560,33000,6261.53,10,28,31,29,1
10,2560,30000,6261.53,10,26,31,28,1
11,2560,19000,6261.53,10,25,30,28,1
12,2560,19000,6261.53,10,20,29,26,1
1,2558,116000,12388.55,10,23,29,26,1
2,2558,96000,12388.55,10,26,31,28,1
3,2558,64000,12388.55,10,27,31,30,1
4,2558,92000,12388.55,10,27,33,30,1
5,2558,96000,12388.55,10,29,32,31,1
6,2558,80000,12388.55,10,29,33,30,0
7,2558,80000,12388.55,10,28,32,30,0
8,2558,92000,12388.55,10,27,32,30,1
9,2558,88000,12388.55,10,26,31,29,1
10,2558,84000,12388.55,10,27,30,29,1
11,2558,80000,12388.55,10,28,31,29,1
12,2558,72000,12388.55,10,24,31,28,1
1,2559,72000,12388.55,10,18,31,27,1
2,2559,84000,12388.55,10,20,30,28,1
3,2559,88000,12388.55,10,27,33,31,1
4,2559,96000,12388.55,10,29,34,32,1
5,2559,84000,12388.55,10,29,34,32,1
6,2559,84000,12388.55,10,27,32,29,0
7,2559,68000,12388.55,10,28,31,29,0
8,2559,96000,12388.55,10,29,31,30,1
9,2559,80000,12388.55,10,27,31,29,1
10,2559,80000,12388.55,10,27,30,29,1
11,2559,72000,12388.55,10,27,31,29,1
12,2559,72000,12388.55,10,24,30,27,1
1,2560,64000,12388.55,10,26,29,27,1
2,2560,80000,12388.55,10,24,31,28,1
3,2560,80000,12388.55,10,27,32,30,1
4,2560,92000,12388.55,10,28,33,31,1
5,2560,80000,12388.55,10,27,32,30,1
6,2560,88000,12388.55,10,28,31,29,0
7,2560,68000,12388.55,10,27,31,29,0
8,2560,104000,12388.55,10,27,31,29,1
9,2560,84000,12388.55,10,28,31,29,1
10,2560,96000,12388.55,10,26,31,28,1
11,2560,68000,12388.55,10,25,30,28,1
12,2560,80000,12388.55,10,20,29,26,1
1,2558,50000,10354.32,10,23,29,26,1
2,2558,58000,10354.32,10,26,31,28,1
3,2558,60000,10354.32,10,27,31,30,1
4,2558,54000,10354.32,10,27,33,30,1
5,2558,78000,10354.32,10,29,32,31,1
6,2558,48000,10354.32,10,29,33,30,0
7,2558,54000,10354.32,10,28,32,30,0
8,2558,78000,10354.32,10,27,32,30,1
9,2558,84000,10354.32,10,26,31,29,1
10,2558,60000,10354.32,10,27,30,29,1
11,2558,76000,10354.32,10,28,31,29,1
12,2558,38000,10354.32,10,24,31,28,1
1,2559,56000,10354.32,10,18,31,27,1
2,2559,64000,10354.32,10,20,30,28,1
3,2559,70000,10354.32,10,27,33,31,1
4,2559,88000,10354.32,10,29,34,32,1
5,2559,56000,10354.32,10,29,34,32,1
6,2559,66000,10354.32,10,27,32,29,0
7,2559,42000,10354.32,10,28,31,29,0
8,2559,80000,10354.32,10,29,31,30,1
9,2559,62000,10354.32,10,27,31,29,1
10,2559,62000,10354.32,10,27,30,29,1
11,2559,64000,10354.32,10,27,31,29,1
12,2559,50000,10354.32,10,24,30,27,1
1,2560,48000,10354.32,10,26,29,27,1
2,2560,66000,10354.32,10,24,31,28,1
3,2560,64000,10354.32,10,27,32,30,1
4,2560,86000,10354.32,10,28,33,31,1
5,2560,66000,10354.32,10,27,32,30,1
6,2560,66000,10354.32,10,28,31,29,0
7,2560,52000,10354.32,10,27,31,29,0
8,2560,96000,10354.32,10,27,31,29,1
9,2560,60000,10354.32,10,28,31,29,1
10,2560,72000,10354.32,10,26,31,28,1
11,2560,54000,10354.32,10,25,30,28,1
12,2560,38000,10354.32,10,20,29,26,1
1,2558,112000,8114.84,7,23,29,26,1
2,2558,118000,8114.84,7,26,31,28,1
3,2558,120000,8114.84,7,27,31,30,1
4,2558,130000,8114.84,7,27,33,30,1
5,2558,130000,8114.84,7,29,32,31,1
6,2558,102000,8114.84,7,29,33,30,0
7,2558,116000,8114.84,7,28,32,30,0
8,2558,132000,8114.84,7,27,32,30,1
9,2558,122000,8114.84,7,26,31,29,1
10,2558,112000,8114.84,7,27,30,29,1
11,2558,122000,8114.84,7,28,31,29,1
12,2558,96000,8114.84,7,24,31,28,1
1,2559,94000,8114.84,7,18,31,27,1
2,2559,128000,8114.84,7,20,30,28,1
3,2559,128000,8114.84,7,27,33,31,1
4,2559,132000,8114.84,7,29,34,32,1
5,2559,104000,8114.84,7,29,34,32,1
6,2559,118000,8114.84,7,27,32,29,0
7,2559,86000,8114.84,7,28,31,29,0
8,2559,132000,8114.84,7,29,31,30,1
9,2559,110000,8114.84,7,27,31,29,1
10,2559,114000,8114.84,7,27,30,29,1
11,2559,102000,8114.84,7,27,31,29,1
12,2559,102000,8114.84,7,24,30,27,1
1,2560,100000,8114.84,7,26,29,27,1
2,2560,126000,8114.84,7,24,31,28,1
3,2560,118000,8114.84,7,27,32,30,1
4,2560,130000,8114.84,7,28,33,31,1
5,2560,106000,8114.84,7,27,32,30,1
6,2560,112000,8114.84,7,28,31,29,0
7,2560,96000,8114.84,7,27,31,29,0
8,2560,152000,8114.84,7,27,31,29,1
9,2560,128000,8114.84,7,28,31,29,1
10,2560,128000,8114.84,7,26,31,28,1
11,2560,82000,8114.84,7,25,30,28,1
12,2560,84000,8114.84,7,20,29,26,1
9,2558,30512,2684.53,5,26,31,29,1
10,2558,28220,2684.53,5,27,30,29,1
11,2558,28648,2684.53,5,28,31,29,1
12,2558,25829,2684.53,5,24,31,28,1
1,2559,22267,2684.53,5,18,31,27,1
2,2559,25769,2684.53,5,20,30,28,1
3,2559,32134,2684.53,5,27,33,31,1
4,2559,32712,2684.53,5,29,34,32,1
5,2559,32514,2684.53,5,29,34,32,1
6,2559,26481,2684.53,5,27,32,29,0
7,2559,24836,2684.53,5,28,31,29,0
8,2559,28495,2684.53,5,29,31,30,1
9,2559,28052,2684.53,5,27,31,29,1
10,2559,26441,2684.53,5,27,30,29,1
11,2559,28127,2684.53,5,27,31,29,1
12,2559,21943,2684.53,5,24,30,27,1
1,2560,20484,2684.53,5,26,29,27,1
2,2560,22081,2684.53,5,24,31,28,1
3,2560,29645,2684.53,5,27,32,30,1
4,2560,27097,2684.53,5,28,33,31,1
5,2560,29666,2684.53,5,27,32,30,1
7,2560,24730,2684.53,5,27,31,29,0
8,2560,30652,2684.53,5,27,31,29,1
9,2560,30451,2684.53,5,28,31,29,1
10,2560,24970,2684.53,5,26,31,28,1
11,2560,24117,2684.53,5,25,30,28,1
12,2560,20475,2684.53,5,20,29,26,1
1,2561,22719,2684.53,5,22,30,27,1
2,2561,22833,2684.53,5,23,30,27,1
3,2561,30767,2684.53,5,24,31,29,1
4,2561,28027,2684.53,5,24,32,29,1
5,2561,27461,2684.53,5,28,31,29,1
6,2561,28361,2684.53,5,26,31,30,0
7,2561,24944,2684.53,5,27,30,29,0
8,2561,29608,2684.53,5,27,30,29,1
9,2558,21716,3331.84,5,26,31,29,1
10,2558,19781,3331.84,5,27,30,29,1
11,2558,20997,3331.84,5,28,31,29,1
12,2558,20670,3331.84,5,24,31,28,1
1,2559,18983,3331.84,5,18,31,27,1
2,2559,18658,3331.84,5,20,30,28,1
3,2559,23916,3331.84,5,27,33,31,1
4,2559,26426,3331.84,5,29,34,32,1
5,2559,27269,3331.84,5,29,34,32,1
6,2559,22116,3331.84,5,27,32,29,0
7,2559,16722,3331.84,5,28,31,29,0
8,2559,22097,3331.84,5,29,31,30,1
9,2559,23847,3331.84,5,27,31,29,1
10,2559,20770,3331.84,5,27,30,29,1
11,2559,21383,3331.84,5,27,31,29,1
12,2559,19534,3331.84,5,24,30,27,1
1,2560,17836,3331.84,5,26,29,27,1
2,2560,20234,3331.84,5,24,31,28,1
3,2560,21435,3331.84,5,27,32,30,1
4,2560,20872,3331.84,5,28,33,31,1
5,2560,23004,3331.84,5,27,32,30,1
7,2560,19750,3331.84,5,27,31,29,0
8,2560,21048,3331.84,5,27,31,29,1
9,2560,23406,3331.84,5,28,31,29,1
11,2560,20006,3331.84,5,25,30,28,1
12,2560,18386,3331.84,5,20,29,26,1
1,2561,15735,3331.84,5,22,30,27,1
2,2561,19761,3331.84,5,23,30,27,1
3,2561,21867,3331.84,5,24,31,29,1
4,2561,21439,3331.84,5,24,32,29,1
5,2561,22748,3331.84,5,28,31,29,1
6,2561,21088,3331.84,5,26,31,30,0
7,2561,19313,3331.84,5,27,30,29,0
8,2561,20574,3331.84,5,27,30,29,1
9,2558,11418,12184.46,10,26,31,29,1
10,2558,11650,12184.46,10,27,30,29,1
11,2558,12306,12184.46,10,28,31,29,1
12,2558,11284,12184.46,10,24,31,28,1
1,2559,10985,12184.46,10,18,31,27,1
2,2559,11874,12184.46,10,20,30,28,1
3,2559,14085,12184.46,10,27,33,31,1
4,2559,14346,12184.46,10,29,34,32,1
5,2559,15383,12184.46,10,29,34,32,1
6,2559,13397,12184.46,10,27,32,29,0
7,2559,12179,12184.46,10,28,31,29,0
8,2559,13041,12184.46,10,29,31,30,1
9,2559,10625,12184.46,10,27,31,29,1
10,2559,10224,12184.46,10,27,30,29,1
11,2559,10735,12184.46,10,27,31,29,1
12,2559,9753,12184.46,10,24,30,27,1
1,2560,9473,12184.46,10,26,29,27,1
2,2560,10065,12184.46,10,24,31,28,1
3,2560,13987,12184.46,10,27,32,30,1
4,2560,12815,12184.46,10,28,33,31,1
5,2560,12600,12184.46,10,27,32,30,1
7,2560,11893,12184.46,10,27,31,29,0
8,2560,12740,12184.46,10,27,31,29,1
9,2560,12446,12184.46,10,28,31,29,1
10,2560,37000,12184.46,10,26,31,28,1
11,2560,10840,12184.46,10,25,30,28,1
12,2560,9478,12184.46,10,20,29,26,1
1,2561,10144,12184.46,10,22,30,27,1
2,2561,9735,12184.46,10,23,30,27,1
3,2561,12493,12184.46,10,24,31,29,1
4,2561,10921,12184.46,10,24,32,29,1
5,2561,10409,12184.46,10,28,31,29,1
6,2561,11752,12184.46,10,26,31,30,0
7,2561,11399,12184.46,10,27,30,29,0
8,2561,11711,12184.46,10,27,30,29,1
9,2558,87000,9178.63,10,26,31,29,1
10,2558,75000,9178.63,10,27,30,29,1
11,2558,89000,9178.63,10,28,31,29,1
12,2558,63000,9178.63,10,24,31,28,1
1,2559,60000,9178.63,10,18,31,27,1
2,2559,63000,9178.63,10,20,30,28,1
3,2559,82000,9178.63,10,27,33,31,1
4,2559,78000,9178.63,10,29,34,32,1
5,2559,78000,9178.63,10,29,34,32,1
6,2559,69000,9178.63,10,27,32,29,0
7,2559,65000,9178.63,10,28,31,29,0
8,2559,90000,9178.63,10,29,31,30,1
9,2559,81000,9178.63,10,27,31,29,1
10,2559,67000,9178.63,10,27,30,29,1
11,2559,88000,9178.63,10,27,31,29,1
12,2559,66000,9178.63,10,24,30,27,1
1,2560,58000,9178.63,10,26,29,27,1
2,2560,66000,9178.63,10,24,31,28,1
3,2560,82000,9178.63,10,27,32,30,1
4,2560,76000,9178.63,10,28,33,31,1
5,2560,85000,9178.63,10,27,32,30,1
7,2560,60000,9178.63,10,27,31,29,0
8,2560,80000,9178.63,10,27,31,29,1
9,2560,80000,9178.63,10,28,31,29,1
10,2560,71000,9178.63,10,26,31,28,1
11,2560,70000,9178.63,10,25,30,28,1
12,2560,59000,9178.63,10,20,29,26,1
1,2561,66000,9178.63,10,22,30,27,1
2,2561,62000,9178.63,10,23,30,27,1
3,2561,87000,9178.63,10,24,31,29,1
4,2561,74000,9178.63,10,24,32,29,1
5,2561,72000,9178.63,10,28,31,29,1
6,2561,78000,9178.63,10,26,31,30,0
7,2561,74000,9178.63,10,27,30,29,0
8,2561,95000,9178.63,10,27,30,29,1
9,2558,9000,1488.95,2,26,31,29,1
10,2558,10000,1488.95,2,27,30,29,1
11,2558,7000,1488.95,2,28,31,29,1
12,2558,9000,1488.95,2,24,31,28,1
1,2559,9000,1488.95,2,18,31,27,1
2,2559,8000,1488.95,2,20,30,28,1
3,2559,12000,1488.95,2,27,33,31,1
4,2559,11000,1488.95,2,29,34,32,1
5,2559,12000,1488.95,2,29,34,32,1
6,2559,9000,1488.95,2,27,32,29,0
7,2559,8000,1488.95,2,28,31,29,0
8,2559,10000,1488.95,2,29,31,30,1
9,2559,9000,1488.95,2,27,31,29,1
10,2559,8000,1488.95,2,27,30,29,1
11,2559,9000,1488.95,2,27,31,29,1
12,2559,8000,1488.95,2,24,30,27,1
1,2560,8000,1488.95,2,26,29,27,1
2,2560,9000,1488.95,2,24,31,28,1
3,2560,11000,1488.95,2,27,32,30,1
4,2560,11000,1488.95,2,28,33,31,1
5,2560,11000,1488.95,2,27,32,30,1
7,2560,9000,1488.95,2,27,31,29,0
8,2560,8000,1488.95,2,27,31,29,1
9,2560,11000,1488.95,2,28,31,29,1
10,2560,8000,1488.95,2,26,31,28,1
11,2560,10000,1488.95,2,25,30,28,1
12,2560,7000,1488.95,2,20,29,26,1
1,2561,9000,1488.95,2,22,30,27,1
2,2561,9000,1488.95,2,23,30,27,1
3,2561,11000,1488.95,2,24,31,29,1
4,2561,10000,1488.95,2,24,32,29,1
5,2561,11000,1488.95,2,28,31,29,1
6,2561,9000,1488.95,2,26,31,30,0
7,2561,6000,1488.95,2,27,30,29,0
8,2561,7000,1488.95,2,27,30,29,1
9,2558,3126,695.77,2,26,31,29,1
10,2558,4116,695.77,2,27,30,29,1
11,2558,3254,695.77,2,28,31,29,1
12,2558,3743,695.77,2,24,31,28,1
1,2559,3835,695.77,2,18,31,27,1
2,2559,3409,695.77,2,20,30,28,1
3,2559,3419,695.77,2,27,33,31,1
4,2559,3360,695.77,2,29,34,32,1
5,2559,3368,695.77,2,29,34,32,1
6,2559,3886,695.77,2,27,32,29,0
7,2559,3810,695.77,2,28,31,29,0
8,2559,3745,695.77,2,29,31,30,1
9,2559,3387,695.77,2,27,31,29,1
10,2559,3871,695.77,2,27,30,29,1
11,2559,3977,695.77,2,27,31,29,1
12,2559,3844,695.77,2,24,30,27,1
1,2560,3601,695.77,2,26,29,27,1
2,2560,3215,695.77,2,24,31,28,1
3,2560,3906,695.77,2,27,32,30,1
4,2560,3668,695.77,2,28,33,31,1
5,2560,3988,695.77,2,27,32,30,1
7,2560,3613,695.77,2,27,31,29,0
8,2560,4022,695.77,2,27,31,29,1
9,2560,3751,695.77,2,28,31,29,1
10,2560,3421,695.77,2,26,31,28,1
11,2560,3710,695.77,2,25,30,28,1
12,2560,3671,695.77,2,20,29,26,1
1,2561,37000,695.77,2,22,30,27,1
2,2561,3762,695.77,2,23,30,27,1
3,2561,4521,695.77,2,24,31,29,1
4,2561,3696,695.77,2,24,32,29,1
5,2561,4247,695.77,2,28,31,29,1
6,2561,5393,695.77,2,26,31,30,0
7,2561,4675,695.77,2,27,30,29,0
8,2561,4594,695.77,2,27,30,29,1
9,2558,78000,5072.50,6,26,31,29,1
10,2558,74000,5072.50,6,27,30,29,1
11,2558,75000,5072.50,6,28,31,29,1
12,2558,67000,5072.50,6,24,31,28,1
1,2559,66000,5072.50,6,18,31,27,1
2,2559,67000,5072.50,6,20,30,28,1
3,2559,83000,5072.50,6,27,33,31,1
4,2559,81000,5072.50,6,29,34,32,1
5,2559,82000,5072.50,6,29,34,32,1
6,2559,69000,5072.50,6,27,32,29,0
7,2559,67000,5072.50,6,28,31,29,0
8,2559,74000,5072.50,6,29,31,30,1
9,2559,69000,5072.50,6,27,31,29,1
10,2559,68000,5072.50,6,27,30,29,1
11,2559,74000,5072.50,6,27,31,29,1
12,2559,61000,5072.50,6,24,30,27,1
1,2560,60000,5072.50,6,26,29,27,1
2,2560,62000,5072.50,6,24,31,28,1
