month,year,usage,area,floor,age,minTemp,maxTemp,avgTemp,semester
9,2559,3435,2483.00,5,16,27,31,29,1
10,2559,3342,2483.00,5,16,27,30,29,1
11,2559,3486,2483.00,5,16,27,31,29,1
12,2559,3331,2483.00,5,16,24,30,27,1
1,2560,3418,2483.00,5,16,26,29,27,1
2,2560,3233,2483.00,5,16,24,31,28,1
3,2560,2888,2483.00,5,16,27,32,30,1
4,2560,3100,2483.00,5,16,28,33,31,1
5,2560,2895,2483.00,5,16,27,32,30,1
6,2560,3162,2483.00,5,16,28,31,29,0
7,2560,2862,2483.00,5,16,27,31,29,0
8,2560,3109,2483.00,5,16,27,31,29,1
9,2560,3113,2483.00,5,16,28,31,29,1
10,2560,3091,2483.00,5,16,26,31,28,1
11,2560,3310,2483.00,5,16,25,30,28,1
12,2560,3533,2483.00,5,16,20,29,26,1
1,2561,2872,2483.00,5,16,22,30,27,1
2,2561,3273,2483.00,5,16,23,30,27,1
3,2561,2850,2483.00,5,16,24,31,29,1
4,2561,3119,2483.00,5,16,24,32,29,1
1,2556,2096,2483.00,5,16,26,30,28,1
2,2556,2216,2483.00,5,16,28,32,30,1
3,2556,2036,2483.00,5,16,24,34,31,0
4,2556,2294,2483.00,5,16,29,34,32,0
5,2556,2517,2483.00,5,16,30,34,32,0
6,2556,2260,2483.00,5,16,28,32,30,1
7,2556,2314,2483.00,5,16,28,32,30,1
8,2556,2214,2483.00,5,16,28,31,30,1
9,2556,2252,2483.00,5,16,24,32,29,1
10,2556,2044,2483.00,5,16,26,31,29,0
11,2556,2118,2483.00,5,16,26,31,30,1
12,2556,1859,2483.00,5,16,21,30,25,1
1,2557,1841,2483.00,5,16,21,28,25,1
2,2557,1905,2483.00,5,16,24,29,28,1
3,2557,1990,2483.00,5,16,27,32,30,1
4,2557,2215,2483.00,5,16,29,33,31,1
5,2557,1733,2483.00,5,16,29,33,31,1
6,2557,1457,2483.00,5,16,28,32,30,0
7,2557,7898,2483.00,5,16,27,32,30,0
8,2557,2129,2483.00,5,16,27,31,29,1
9,2557,2110,2483.00,5,16,28,31,29,1
10,2557,2078,2483.00,5,16,27,29,29,1
11,2557,1966,2483.00,5,16,26,31,29,1
12,2557,1695,2483.00,5,16,24,29,27,1
1,2558,1926,2483.00,5,16,23,29,26,1
2,2558,1879,2483.00,5,16,26,31,28,1
3,2558,1634,2483.00,5,16,27,31,30,1
4,2558,1864,2483.00,5,16,27,33,30,1
5,2558,1782,2483.00,5,16,29,32,31,1
6,2558,1832,2483.00,5,16,29,33,30,0
7,2558,1763,2483.00,5,16,28,32,30,0
8,2558,1763,2483.00,5,16,27,32,30,1
9,2558,1745,2483.00,5,16,26,31,29,1
10,2558,1219,2483.00,5,16,27,30,29,1
11,2558,1203,2483.00,5,16,28,31,29,1
12,2558,1157,2483.00,5,16,24,31,28,1
1,2559,1152,2483.00,5,16,18,31,27,1
2,2559,1165,2483.00,5,16,20,30,28,1
3,2559,1138,2483.00,5,16,27,33,31,1
4,2559,963,2483.00,5,16,29,34,32,1
5,2559,991,2483.00,5,16,29,34,32,1
6,2559,1093,2483.00,5,16,27,32,29,0
7,2559,1003,2483.00,5,16,28,31,29,0
8,2559,1005,2483.00,5,16,29,31,30,1
9,2559,1037,2483.00,5,16,27,31,29,1
10,2559,1005,2483.00,5,16,27,30,29,1
11,2559,1105,2483.00,5,16,27,31,29,1
12,2559,1076,2483.00,5,16,24,30,27,1
1,2560,1093,2483.00,5,16,26,29,27,1
2,2560,1024,2483.00,5,16,24,31,28,1
3,2560,882,2483.00,5,16,27,32,30,1
4,2560,1019,2483.00,5,16,28,33,31,1
5,2560,1020,2483.00,5,16,27,32,30,1
6,2560,1105,2483.00,5,16,28,31,29,0
7,2560,1072,2483.00,5,16,27,31,29,0
8,2560,1106,2483.00,5,16,27,31,29,1
9,2560,1015,2483.00,5,16,28,31,29,1
10,2560,946,2483.00,5,16,26,31,28,1
11,2560,942,2483.00,5,16,25,30,28,1
12,2560,910,2483.00,5,16,20,29,26,1
1,2561,960,2483.00,5,16,22,30,27,1
2,2561,947,2483.00,5,16,23,30,27,1
3,2561,985,2483.00,5,16,24,31,29,1
4,2561,1219,2483.00,5,16,24,32,29,1
1,2556,1148,2483.00,5,16,26,30,28,1
2,2556,968,2483.00,5,16,28,32,30,1
3,2556,900,2483.00,5,16,24,34,31,0
4,2556,857,2483.00,5,16,29,34,32,0
5,2556,752,2483.00,5,16,30,34,32,0
6,2556,944,2483.00,5,16,28,32,30,1
7,2556,964,2483.00,5,16,28,32,30,1
8,2556,873,2483.00,5,16,28,31,30,1
9,2556,975,2483.00,5,16,24,32,29,1
10,2556,995,2483.00,5,16,26,31,29,0
11,2556,1008,2483.00,5,16,26,31,30,1
12,2556,1039,2483.00,5,16,21,30,25,1
1,2557,1222,2483.00,5,16,21,28,25,1
2,2557,1071,2483.00,5,16,24,29,28,1
3,2557,873,2483.00,5,16,27,32,30,1
4,2557,873,2483.00,5,16,29,33,31,1
5,2557,955,2483.00,5,16,29,33,31,1
6,2557,1105,2483.00,5,16,28,32,30,0
7,2557,2785,2483.00,5,16,27,32,30,0
8,2557,1122,2483.00,5,16,27,31,29,1
9,2557,1129,2483.00,5,16,28,31,29,1
10,2557,1105,2483.00,5,16,27,29,29,1
11,2557,1144,2483.00,5,16,26,31,29,1
12,2557,1115,2483.00,5,16,24,29,27,1
1,2558,1189,2483.00,5,16,23,29,26,1
2,2558,1179,2483.00,5,16,26,31,28,1
3,2558,974,2483.00,5,16,27,31,30,1
4,2558,1064,2483.00,5,16,27,33,30,1
5,2558,1041,2483.00,5,16,29,32,31,1
6,2558,1065,2483.00,5,16,29,33,30,0
7,2558,1026,2483.00,5,16,28,32,30,0
8,2558,1026,2483.00,5,16,27,32,30,1
9,2558,1132,2483.00,5,16,26,31,29,1
10,2558,1135,2483.00,5,16,27,30,29,1
11,2558,1122,2483.00,5,16,28,31,29,1
12,2558,1142,2483.00,5,16,24,31,28,1
1,2559,1174,2483.00,5,16,18,31,27,1
2,2559,1192,2483.00,5,16,20,30,28,1
3,2559,1077,2483.00,5,16,27,33,31,1
4,2559,1087,2483.00,5,16,29,34,32,1
5,2559,1008,2483.00,5,16,29,34,32,1
6,2559,1104,2483.00,5,16,27,32,29,0
7,2559,1071,2483.00,5,16,28,31,29,0
8,2559,1048,2483.00,5,16,29,31,30,1
9,2559,1142,2483.00,5,16,27,31,29,1
10,2559,1131,2483.00,5,16,27,30,29,1
11,2559,1141,2483.00,5,16,27,31,29,1
12,2559,1110,2483.00,5,16,24,30,27,1
1,2560,1118,2483.00,5,16,26,29,27,1
2,2560,1108,2483.00,5,16,24,31,28,1
3,2560,974,2483.00,5,16,27,32,30,1
4,2560,1066,2483.00,5,16,28,33,31,1
5,2560,1055,2483.00,5,16,27,32,30,1
6,2560,1106,2483.00,5,16,28,31,29,0
7,2560,1054,2483.00,5,16,27,31,29,0
8,2560,991,2483.00,5,16,27,31,29,1
9,2560,1110,2483.00,5,16,28,31,29,1
10,2560,1011,2483.00,5,16,26,31,28,1
11,2560,1146,2483.00,5,16,25,30,28,1
12,2560,1026,2483.00,5,16,20,29,26,1
1,2561,1086,2483.00,5,16,22,30,27,1
2,2561,1091,2483.00,5,16,23,30,27,1
3,2561,1031,2483.00,5,16,24,31,29,1
4,2561,1193,2483.00,5,16,24,32,29,1
1,2556,1565,2483.00,5,16,26,30,28,1
2,2556,1543,2483.00,5,16,28,32,30,1
3,2556,1372,2483.00,5,16,24,34,31,0
4,2556,1467,2483.00,5,16,29,34,32,0
5,2556,1392,2483.00,5,16,30,34,32,0
6,2556,1457,2483.00,5,16,28,32,30,1
7,2556,1431,2483.00,5,16,28,32,30,1
8,2556,1494,2483.00,5,16,28,31,30,1
9,2556,1491,2483.00,5,16,24,32,29,1
10,2556,1418,2483.00,5,16,26,31,29,0
11,2556,1357,2483.00,5,16,26,31,30,1
12,2556,1304,2483.00,5,16,21,30,25,1
1,2557,1311,2483.00,5,16,21,28,25,1
2,2557,1301,2483.00,5,16,24,29,28,1
3,2557,1159,2483.00,5,16,27,32,30,1
4,2557,1235,2483.00,5,16,29,33,31,1
5,2557,1172,2483.00,5,16,29,33,31,1
6,2557,1192,2483.00,5,16,28,32,30,0
7,2557,496,2483.00,5,16,27,32,30,0
8,2557,1256,2483.00,5,16,27,31,29,1
9,2557,1267,2483.00,5,16,28,31,29,1
10,2557,1219,2483.00,5,16,27,29,29,1
11,2557,1269,2483.00,5,16,26,31,29,1
12,2557,1281,2483.00,5,16,24,29,27,1
1,2558,1326,2483.00,5,16,23,29,26,1
2,2558,1357,2483.00,5,16,26,31,28,1
3,2558,1138,2483.00,5,16,27,31,30,1
4,2558,1234,2483.00,5,16,27,33,30,1
5,2558,1245,2483.00,5,16,29,32,31,1
6,2558,1404,2483.00,5,16,29,33,30,0
7,2558,1377,2483.00,5,16,28,32,30,0
8,2558,1377,2483.00,5,16,27,32,30,1
9,2558,1451,2483.00,5,16,26,31,29,1
10,2558,1420,2483.00,5,16,27,30,29,1
11,2558,1478,2483.00,5,16,28,31,29,1
12,2558,1482,2483.00,5,16,24,31,28,1
1,2559,1486,2483.00,5,16,18,31,27,1
2,2559,1499,2483.00,5,16,20,30,28,1
3,2559,1379,2483.00,5,16,27,33,31,1
4,2559,1412,2483.00,5,16,29,34,32,1
5,2559,1318,2483.00,5,16,29,34,32,1
6,2559,1398,2483.00,5,16,27,32,29,0
7,2559,1385,2483.00,5,16,28,31,29,0
8,2559,1486,2483.00,5,16,29,31,30,1
9,2559,1449,2483.00,5,16,27,31,29,1
10,2559,1437,2483.00,5,16,27,30,29,1
11,2559,1512,2483.00,5,16,27,31,29,1
12,2559,1424,2483.00,5,16,24,30,27,1
1,2560,1674,2483.00,5,16,26,29,27,1
2,2560,1727,2483.00,5,16,24,31,28,1
3,2560,1690,2483.00,5,16,27,32,30,1
4,2560,1342,2483.00,5,16,28,33,31,1
5,2560,1359,2483.00,5,16,27,32,30,1
6,2560,1369,2483.00,5,16,28,31,29,0
7,2560,1326,2483.00,5,16,27,31,29,0
8,2560,1346,2483.00,5,16,27,31,29,1
9,2560,1354,2483.00,5,16,28,31,29,1
10,2560,1388,2483.00,5,16,26,31,28,1
11,2560,1597,2483.00,5,16,25,30,28,1
12,2560,1442,2483.00,5,16,20,29,26,1
1,2561,1592,2483.00,5,16,22,30,27,1
2,2561,1534,2483.00,5,16,23,30,27,1
3,2561,1345,2483.00,5,16,24,31,29,1
4,2561,1446,2483.00,5,16,24,32,29,1
